,id,Exam_Score,point_attendance,point_motivation,point_extracurricular_activities,point_previous_scores,total_point
3755,5790,64,5,10,0,37.5,116.5
3756,2896,60,0,0,10,46.5,116.5
3757,2835,64,0,10,10,32.5,116.5
3758,1221,68,10,-5,10,33.5,116.5
3759,1689,62,5,0,10,39.5,116.5
3760,3727,65,0,10,0,41.5,116.5
3761,4305,67,10,-5,10,34.5,116.5
3762,233,69,10,5,0,32.5,116.5
3763,4307,64,0,-5,10,47.5,116.5
3764,4262,66,5,5,0,40.5,116.5
3765,208,67,5,0,10,34.5,116.5
3766,3926,72,15,0,0,29.5,116.5
3767,2009,69,15,-15,10,37.5,116.5
3768,2450,66,10,-10,10,40.5,116.5
3769,2972,67,10,0,0,39.5,116.5
3770,2203,68,0,-10,10,48.5,116.5
3771,1748,64,0,-5,10,47.5,116.5
3772,1813,67,5,-5,10,39.5,116.5
3773,5548,64,5,0,10,37.5,116.5
3774,5462,67,0,0,10,39.5,116.5
3775,2204,63,0,10,0,43.5,116.5
3776,6292,65,10,5,0,36.5,116.5
3777,2443,66,10,0,0,40.5,116.5
3778,3522,70,15,-5,0,36.5,116.5
3779,5502,69,15,0,0,32.5,116.5
3780,2956,67,0,10,10,29.5,116.5
3781,4468,65,0,5,10,36.5,116.5
3782,3676,68,15,0,0,33.5,116.5
3783,5255,68,5,5,10,28.5,116.5
3784,4628,68,0,-5,10,43.5,116.5
3785,5467,64,5,0,10,37.5,116.5
3786,3393,70,15,5,0,26.5,116.5
3787,5518,64,5,5,10,32.5,116.5
3788,1431,65,10,0,10,31.5,116.5
3789,3515,68,10,10,0,28.5,116.5
3790,1427,65,0,0,10,41.5,116.5
3791,3784,65,10,0,10,31.5,116.5
3792,4960,65,10,10,0,31.5,116.5
3793,4082,67,5,-5,10,39.5,116.5
3794,4914,68,0,5,10,33.5,116.5
3795,4456,68,10,-5,0,43.5,116.5
3796,2369,63,5,5,0,43.5,116.5
3797,1293,71,15,-5,0,35.5,116.5
3798,4021,67,5,-5,10,39.5,116.5
3799,5930,68,5,10,0,33.5,116.5
3800,6207,65,5,5,10,31.5,116.5
3801,1204,68,10,0,10,28.5,116.5
3802,2158,67,10,-5,0,44.5,116.5
3803,5966,67,15,5,0,29.5,116.5
3804,202,64,15,0,10,27.0,116.0
3805,1665,64,0,5,10,37.0,116.0
3806,2677,64,5,0,10,37.0,116.0
3807,5937,70,15,-10,10,31.0,116.0
3808,4516,68,5,5,10,28.0,116.0
3809,6373,68,0,10,0,38.0,116.0
3810,4143,66,5,5,10,30.0,116.0
3811,268,65,5,-10,10,46.0,116.0
3812,2631,69,5,0,0,42.0,116.0
3813,440,64,5,10,10,27.0,116.0
3814,3536,65,5,5,10,31.0,116.0
3815,991,65,10,0,0,41.0,116.0
3816,6154,66,10,-10,0,50.0,116.0
3817,4091,71,15,0,0,30.0,116.0
3818,6349,65,5,-5,10,41.0,116.0
3819,1307,61,0,0,10,45.0,116.0
3820,25,64,0,15,10,27.0,116.0
3821,3499,68,0,5,0,43.0,116.0
3822,3163,68,5,-5,0,48.0,116.0
3823,4603,67,10,0,10,29.0,116.0
3824,4038,71,10,-10,10,35.0,116.0
3825,5248,66,0,10,0,40.0,116.0
3826,4712,68,10,0,0,38.0,116.0
3827,1763,67,10,0,0,39.0,116.0
3828,2653,66,5,-5,10,40.0,116.0
3829,1756,68,10,0,10,28.0,116.0
3830,1647,63,5,-5,10,43.0,116.0
3831,4562,68,5,0,10,33.0,116.0
3832,5195,66,15,0,10,25.0,116.0
3833,4807,62,5,0,0,49.0,116.0
3834,1268,67,5,0,10,34.0,116.0
3835,2685,64,0,0,10,42.0,116.0
3836,5538,68,10,5,0,33.0,116.0
3837,5266,67,0,10,0,39.0,116.0
3838,2701,65,10,0,0,41.0,116.0
3839,5995,66,5,10,0,35.0,116.0
3840,6,67,10,-5,10,34.0,116.0
3841,5632,65,5,5,0,41.0,116.0
3842,671,65,0,5,0,46.0,116.0
3843,3413,65,0,-5,10,46.0,116.0
3844,3891,65,10,0,10,31.0,116.0
3845,258,67,5,-5,0,49.0,116.0
3846,2431,68,15,-5,0,38.0,116.0
3847,5345,63,0,-5,10,48.0,116.0
3848,5347,69,10,5,0,32.0,116.0
3849,5710,67,0,5,0,44.0,116.0
3850,6259,61,5,-5,10,45.0,116.0
3851,1933,67,10,-5,0,44.0,116.0
3852,4652,65,0,10,0,41.0,116.0
3853,300,66,10,0,10,30.0,116.0
3854,1357,65,0,-5,10,46.0,116.0
3855,5493,65,0,5,10,36.0,116.0
3856,17,65,5,-5,10,41.0,116.0
3857,3112,71,5,-5,10,35.0,116.0
3858,5503,65,5,0,10,36.0,116.0
3859,5917,65,0,-5,10,46.0,116.0
3860,2517,65,5,0,10,36.0,116.0
3861,2290,67,5,5,10,29.0,116.0
3862,79,65,0,0,10,41.0,116.0
3863,2084,67,5,-5,10,39.0,116.0
3864,1261,65,0,15,10,26.0,116.0
3865,5355,70,15,-10,10,31.0,116.0
3866,567,66,5,5,0,40.0,116.0
3867,591,72,20,-5,0,29.0,116.0
3868,868,66,10,0,10,30.0,116.0
3869,2844,66,5,5,10,30.0,116.0
3870,4479,69,20,0,0,27.0,116.0
3871,4182,65,0,0,10,41.0,116.0
3872,4261,68,15,-10,10,33.0,116.0
3873,1956,70,10,5,0,31.0,116.0
3874,3637,67,10,-10,0,49.0,116.0
3875,1592,65,0,10,10,31.0,116.0
3876,809,64,5,0,10,37.0,116.0
3877,3482,68,5,-5,10,38.0,116.0
3878,2383,70,15,0,0,31.0,116.0
3879,5521,69,10,0,0,37.0,116.0
3880,1182,67,0,-5,10,44.0,116.0
3881,291,68,10,0,10,28.0,116.0
3882,2218,67,0,5,0,44.0,116.0
3883,1483,68,0,5,10,33.0,116.0
3884,3200,68,10,5,0,33.0,116.0
3885,2325,64,0,0,10,41.5,115.5
3886,791,69,0,-5,10,41.5,115.5
3887,1318,69,20,0,0,26.5,115.5
3888,3829,66,5,0,10,34.5,115.5
3889,6375,68,15,-10,10,32.5,115.5
3890,4199,69,10,-5,10,31.5,115.5
3891,3528,64,5,5,10,31.5,115.5
3892,3268,64,0,-5,10,46.5,115.5
3893,4101,65,0,10,0,40.5,115.5
3894,3535,65,5,10,0,35.5,115.5
3895,5050,64,0,10,0,41.5,115.5
3896,2587,68,10,0,10,27.5,115.5
3897,3914,67,15,-5,0,38.5,115.5
3898,5511,64,10,5,10,26.5,115.5
3899,2194,67,5,5,0,38.5,115.5
3900,4378,68,10,5,0,32.5,115.5
3901,3966,66,0,-5,10,44.5,115.5
3902,2022,66,0,5,10,34.5,115.5
3903,3537,68,10,-5,0,42.5,115.5
3904,4951,65,0,-5,10,45.5,115.5
3905,2200,66,0,5,10,34.5,115.5
3906,2765,70,10,-5,0,40.5,115.5
3907,127,68,15,-10,10,32.5,115.5
3908,813,68,10,-15,10,42.5,115.5
3909,877,68,10,5,0,32.5,115.5
3910,1152,71,15,-5,0,34.5,115.5
3911,4292,67,5,-10,10,43.5,115.5
3912,1837,69,20,-10,0,36.5,115.5
3913,4929,71,15,0,0,29.5,115.5
3914,2593,67,5,0,10,33.5,115.5
3915,609,63,5,10,10,27.5,115.5
3916,5653,67,15,0,0,33.5,115.5
3917,4149,64,5,5,0,41.5,115.5
3918,5375,69,5,0,0,41.5,115.5
3919,313,68,0,-5,10,42.5,115.5
3920,3505,66,5,5,10,29.5,115.5
3921,1240,66,10,0,0,39.5,115.5
3922,2823,70,15,0,0,30.5,115.5
3923,6088,63,0,0,10,42.5,115.5
3924,4725,66,5,5,10,29.5,115.5
3925,1381,68,15,-5,10,27.5,115.5
3926,4755,68,10,0,10,27.5,115.5
3927,2094,70,20,-5,0,30.5,115.5
3928,4678,64,0,10,10,31.5,115.5
3929,2428,65,5,0,10,35.5,115.5
3930,90,63,5,0,10,37.5,115.5
3931,1664,66,0,5,0,44.5,115.5
3932,5240,61,0,0,10,44.5,115.5
3933,493,63,10,-5,10,37.5,115.5
3934,1846,65,5,5,0,40.5,115.5
3935,3055,68,10,-5,0,42.5,115.5
3936,4018,65,10,-5,10,35.5,115.5
3937,1713,65,10,0,0,40.5,115.5
3938,3858,63,10,-10,10,42.5,115.5
3939,2364,67,10,-10,0,48.5,115.5
3940,2116,70,5,0,10,30.5,115.5
3941,1407,66,0,0,10,39.5,115.5
3942,3781,65,10,0,10,30.5,115.5
3943,5109,67,15,0,0,33.5,115.5
3944,4282,67,5,0,0,43.5,115.5
3945,2358,63,5,0,10,37.5,115.5
3946,3265,67,0,5,0,43.5,115.5
3947,1269,67,10,0,10,28.5,115.5
3948,1102,65,15,5,0,30.5,115.5
3949,2645,66,5,5,10,29.5,115.5
3950,3071,66,10,0,10,29.5,115.5
3951,5757,70,5,-5,0,45.5,115.5
3952,5572,69,0,0,0,46.5,115.5
3953,2778,65,10,0,10,30.5,115.5
3954,4070,65,5,-5,10,40.5,115.5
3955,3330,62,0,-5,10,48.5,115.5
3956,2165,67,5,5,0,38.5,115.5
3957,939,65,10,-5,0,45.5,115.5
3958,3032,68,10,5,0,32.5,115.5
3959,4994,63,10,-10,10,42.5,115.5
3960,6215,65,10,0,10,30.5,115.5
3961,4692,68,0,5,0,42.5,115.5
3962,4932,66,5,0,0,44.5,115.5
3963,3394,68,15,-5,0,37.5,115.5
3964,5918,71,5,0,10,29.5,115.5
3965,5765,67,5,-5,0,48.5,115.5
3966,4114,67,5,0,10,33.5,115.5
3967,3861,63,0,15,10,27.5,115.5
3968,3424,68,5,0,10,32.5,115.5
3969,5036,69,10,5,0,31.5,115.5
3970,5639,65,0,5,10,35.0,115.0
3971,2552,68,10,10,0,27.0,115.0
3972,3928,63,0,10,0,42.0,115.0
3973,1980,65,15,0,0,35.0,115.0
3974,2182,69,15,-5,10,26.0,115.0
3975,1342,69,15,-5,0,36.0,115.0
3976,958,66,10,0,10,29.0,115.0
3977,4864,70,10,0,0,35.0,115.0
3978,5951,68,10,5,0,32.0,115.0
3979,149,70,10,-5,0,40.0,115.0
3980,5310,71,15,0,0,29.0,115.0
3981,187,64,0,0,10,41.0,115.0
3982,19,66,5,5,10,29.0,115.0
3983,2558,69,15,-5,0,36.0,115.0
3984,2040,64,5,-5,10,41.0,115.0
3985,1402,67,5,0,10,33.0,115.0
3986,5028,71,5,-5,10,34.0,115.0
3987,4353,66,10,-10,10,39.0,115.0
3988,283,67,10,-15,10,43.0,115.0
3989,3651,66,5,0,0,44.0,115.0
3990,5296,67,5,5,0,38.0,115.0
3991,748,67,15,-5,0,38.0,115.0
3992,5547,66,5,0,0,44.0,115.0
3993,846,63,0,-5,10,47.0,115.0
3994,3701,69,0,5,10,31.0,115.0
3995,2217,67,5,0,10,33.0,115.0
3996,160,69,10,0,0,36.0,115.0
3997,123,68,5,0,10,32.0,115.0
3998,954,64,0,10,10,31.0,115.0
3999,951,66,5,-10,10,44.0,115.0
4000,621,66,5,-10,10,44.0,115.0
4001,2811,67,0,10,10,28.0,115.0
4002,6327,66,0,0,0,49.0,115.0
4003,1622,65,5,-5,10,40.0,115.0
4004,6237,66,10,-5,0,44.0,115.0
4005,5454,69,10,0,10,26.0,115.0
4006,4315,70,5,-5,10,35.0,115.0
4007,941,64,15,0,10,26.0,115.0
4008,1173,67,10,5,0,33.0,115.0
4009,2924,67,15,-5,10,28.0,115.0
4010,1165,65,0,5,0,45.0,115.0
4011,3934,67,15,0,0,33.0,115.0
4012,5595,65,5,0,10,35.0,115.0
4013,3358,68,10,-5,10,32.0,115.0
4014,4235,70,10,-10,0,45.0,115.0
4015,205,66,5,-10,10,44.0,115.0
4016,6188,65,0,0,10,40.0,115.0
4017,4286,65,0,5,10,35.0,115.0
4018,4543,67,5,-5,10,38.0,115.0
4019,2849,67,5,0,10,33.0,115.0
4020,2918,63,0,5,0,47.0,115.0
4021,1895,69,5,-5,10,36.0,115.0
4022,3865,68,5,0,0,42.0,115.0
4023,3754,66,5,-5,10,39.0,115.0
4024,2318,67,15,-5,0,38.0,115.0
4025,668,62,5,-10,10,48.0,115.0
4026,2736,70,15,-10,0,40.0,115.0
4027,6254,70,10,0,0,35.0,115.0
4028,3395,68,5,5,10,27.0,115.0
4029,4830,71,10,0,0,34.0,115.0
4030,501,70,10,10,0,25.0,115.0
4031,2721,67,0,5,0,43.0,115.0
4032,26,65,15,-10,0,45.0,115.0
4033,1112,67,5,10,0,33.0,115.0
4034,2296,62,5,5,10,33.0,115.0
4035,5979,68,10,-10,0,47.0,115.0
4036,3116,69,20,-10,10,26.0,115.0
4037,1862,67,10,10,0,28.0,115.0
4038,4706,62,5,-5,10,43.0,115.0
4039,3185,65,5,5,10,30.0,115.0
4040,2611,67,0,5,0,43.0,115.0
4041,2452,66,20,-5,0,34.0,115.0
4042,2128,69,10,-5,0,41.0,115.0
4043,249,68,5,0,0,42.0,115.0
4044,1081,67,5,5,0,38.0,115.0
4045,88,68,20,-10,10,27.0,115.0
4046,2935,67,5,0,10,33.0,115.0
4047,763,64,10,0,10,31.0,115.0
4048,4030,64,10,0,10,31.0,115.0
4049,890,69,10,-5,10,31.0,115.0
4050,98,64,0,5,0,46.0,115.0
4051,4250,66,15,5,0,29.0,115.0
4052,4136,65,15,0,10,25.0,115.0
4053,6238,65,5,-5,10,40.0,115.0
4054,1460,68,0,5,0,42.0,115.0
4055,5624,65,5,0,0,45.0,115.0
4056,225,62,0,0,10,42.5,114.5
4057,2923,64,5,5,10,30.5,114.5
4058,5808,64,0,-5,10,45.5,114.5
4059,752,66,5,5,10,28.5,114.5
4060,3609,65,5,-5,10,39.5,114.5
4061,3362,67,10,-10,10,37.5,114.5
4062,4401,66,0,5,10,33.5,114.5
4063,2468,64,0,-5,10,45.5,114.5
4064,4380,70,10,5,0,29.5,114.5
4065,4502,70,10,0,0,34.5,114.5
4066,3423,70,15,-5,0,34.5,114.5
4067,4398,70,10,0,0,34.5,114.5
4068,3627,65,5,0,0,44.5,114.5
4069,2475,64,5,0,10,35.5,114.5
4070,1214,63,0,-5,10,46.5,114.5
4071,4387,68,5,5,10,26.5,114.5
4072,5962,64,0,5,0,45.5,114.5
4073,4992,70,15,0,0,29.5,114.5
4074,822,71,10,0,0,33.5,114.5
4075,5084,69,5,5,0,35.5,114.5
4076,3641,68,5,5,0,36.5,114.5
4077,4424,66,0,10,0,38.5,114.5
4078,881,67,0,0,0,47.5,114.5
4079,1832,69,10,-5,10,30.5,114.5
4080,1323,66,0,5,10,33.5,114.5
4081,3780,66,5,-5,10,38.5,114.5
4082,4293,63,0,0,10,41.5,114.5
4083,1149,66,0,15,0,33.5,114.5
4084,3788,69,10,-10,10,35.5,114.5
4085,2350,68,10,-5,10,31.5,114.5
4086,1501,65,10,0,10,29.5,114.5
4087,3875,70,0,10,0,34.5,114.5
4088,2763,69,15,-5,0,35.5,114.5
4089,2315,67,10,-5,10,32.5,114.5
4090,1630,69,10,5,0,30.5,114.5
4091,2706,66,0,5,0,43.5,114.5
4092,4263,70,10,5,0,29.5,114.5
4093,6042,68,15,-5,0,36.5,114.5
4094,5824,70,10,-5,10,29.5,114.5
4095,3351,68,15,5,0,26.5,114.5
4096,3310,68,5,5,10,26.5,114.5
4097,898,65,10,0,0,39.5,114.5
4098,1304,66,10,-5,0,43.5,114.5
4099,645,69,15,-5,0,35.5,114.5
4100,3433,67,5,5,10,27.5,114.5
4101,867,66,10,-5,10,33.5,114.5
4102,2652,63,0,-5,10,46.5,114.5
4103,532,65,0,10,10,29.5,114.5
4104,2268,65,5,-5,10,39.5,114.5
4105,126,67,5,5,10,27.5,114.5
4106,5730,66,10,0,0,38.5,114.5
4107,4135,67,15,-5,10,27.5,114.5
4108,2020,67,15,-5,10,27.5,114.5
4109,4205,68,15,-10,0,41.5,114.5
4110,4086,68,0,10,0,36.5,114.5
4111,5711,65,0,0,10,39.5,114.5
4112,1949,64,0,5,10,35.5,114.5
4113,6227,60,0,-5,10,49.5,114.5
4114,1536,64,5,0,10,35.5,114.5
4115,4034,66,5,5,0,38.5,114.5
4116,5144,67,5,0,0,42.5,114.5
4117,4238,65,5,-5,10,39.5,114.5
4118,3534,70,0,5,10,29.5,114.5
4119,2179,64,20,-5,0,35.5,114.5
4120,1099,66,5,-5,0,48.5,114.5
4121,3183,68,0,5,10,31.5,114.5
4122,2888,69,10,5,0,30.5,114.5
4123,1945,65,0,10,10,29.5,114.5
4124,3927,65,5,0,0,44.5,114.5
4125,2945,71,15,-5,0,33.5,114.5
4126,55,65,10,-5,0,44.5,114.5
4127,1235,65,10,0,0,39.5,114.5
4128,5729,63,0,5,0,46.5,114.5
4129,2903,63,10,-5,10,36.5,114.5
4130,3735,65,5,5,10,29.5,114.5
4131,4313,66,10,-5,10,33.5,114.5
4132,2838,70,15,-5,0,34.5,114.5
4133,5006,68,20,-10,0,36.5,114.5
4134,4632,68,5,0,10,31.5,114.5
4135,5574,68,10,0,10,26.5,114.5
4136,3235,66,5,-5,10,38.5,114.5
4137,919,62,0,-5,10,47.5,114.5
4138,3980,65,0,0,0,49.5,114.5
4139,4295,66,0,0,10,38.5,114.5
4140,2411,62,5,-5,10,42.5,114.5
4141,6182,65,0,5,0,44.5,114.5
4142,301,67,10,0,0,37.5,114.5
4143,2191,66,5,-15,10,48.5,114.5
4144,129,66,5,0,0,43.5,114.5
4145,2075,63,5,10,0,36.5,114.5
4146,855,64,0,10,0,40.0,114.0
4147,5306,63,0,0,10,41.0,114.0
4148,641,63,0,5,0,46.0,114.0
4149,5831,63,5,0,0,46.0,114.0
4150,3099,65,10,5,0,34.0,114.0
4151,1966,65,5,5,10,29.0,114.0
4152,5371,68,15,-5,10,26.0,114.0
4153,845,66,5,0,0,43.0,114.0
4154,1245,66,5,5,0,38.0,114.0
4155,330,68,10,0,10,26.0,114.0
4156,3013,69,5,-5,10,35.0,114.0
4157,640,65,10,-5,0,44.0,114.0
4158,3839,63,0,5,0,46.0,114.0
4159,1747,66,0,-5,10,43.0,114.0
4160,1475,67,10,10,0,27.0,114.0
4161,2356,68,0,0,0,46.0,114.0
4162,962,66,5,-5,10,38.0,114.0
4163,5314,70,10,-5,10,29.0,114.0
4164,3207,66,10,0,10,28.0,114.0
4165,3960,63,0,0,10,41.0,114.0
4166,6329,64,0,-5,10,45.0,114.0
4167,351,64,0,5,0,45.0,114.0
4168,2545,65,0,5,10,34.0,114.0
4169,1739,70,10,-5,0,39.0,114.0
4170,4365,63,0,5,0,46.0,114.0
4171,808,69,10,-5,10,30.0,114.0
4172,169,67,20,0,0,27.0,114.0
4173,2457,65,0,5,10,34.0,114.0
4174,5701,66,0,0,10,38.0,114.0
4175,2264,65,10,-10,10,39.0,114.0
4176,2284,68,10,0,10,26.0,114.0
4177,3892,73,15,-5,0,31.0,114.0
4178,3075,67,5,5,10,27.0,114.0
4179,1810,66,5,5,0,38.0,114.0
4180,3516,66,5,5,0,38.0,114.0
4181,5361,64,0,0,10,40.0,114.0
4182,2133,65,0,0,0,49.0,114.0
4183,5924,67,15,-5,0,37.0,114.0
4184,4694,70,10,5,0,29.0,114.0
4185,191,61,0,-5,10,48.0,114.0
4186,3350,67,0,10,10,27.0,114.0
4187,4569,66,5,10,0,33.0,114.0
4188,1606,68,15,-10,10,31.0,114.0
4189,3107,67,5,-5,0,47.0,114.0
4190,1979,68,10,-5,10,31.0,114.0
4191,5767,66,15,-5,10,28.0,114.0
4192,4841,62,0,5,0,47.0,114.0
4193,5655,62,0,5,10,37.0,114.0
4194,6104,65,5,-10,10,44.0,114.0
4195,140,64,10,5,0,35.0,114.0
4196,2054,70,15,0,0,29.0,114.0
4197,972,63,0,0,10,41.0,114.0
4198,2482,64,5,5,10,30.0,114.0
4199,4862,66,0,5,10,33.0,114.0
4200,5245,68,10,-5,0,41.0,114.0
4201,2951,68,15,-5,10,26.0,114.0
4202,5792,68,15,0,0,31.0,114.0
4203,3135,68,5,-10,10,41.0,114.0
4204,4163,65,0,15,0,34.0,114.0
4205,2628,70,10,-10,10,34.0,114.0
4206,136,68,10,10,0,26.0,114.0
4207,5880,65,5,-5,10,39.0,114.0
4208,46,64,0,5,10,35.0,114.0
4209,5850,65,5,0,10,34.0,114.0
4210,2914,65,10,-5,10,34.0,114.0
4211,4137,64,5,5,10,30.0,114.0
4212,3434,68,10,-5,0,41.0,114.0
4213,3377,66,5,10,0,33.0,114.0
4214,1385,70,10,0,0,34.0,114.0
4215,3903,63,10,-10,10,41.0,114.0
4216,1275,63,10,15,0,26.0,114.0
4217,2575,67,10,-5,10,32.0,114.0
4218,3984,68,0,10,0,35.5,113.5
4219,5183,61,0,0,10,42.5,113.5
4220,4430,67,5,-5,10,36.5,113.5
4221,3556,66,5,5,10,27.5,113.5
4222,2427,66,10,-10,10,37.5,113.5
4223,2834,65,5,5,10,28.5,113.5
4224,1176,67,0,10,0,36.5,113.5
4225,3523,68,10,-5,10,30.5,113.5
4226,6085,68,20,0,0,25.5,113.5
4227,4031,64,5,0,0,44.5,113.5
4228,4633,64,0,-5,10,44.5,113.5
4229,67,69,20,-10,0,34.5,113.5
4230,3747,64,10,0,10,29.5,113.5
4231,894,68,10,-5,10,30.5,113.5
4232,1246,66,5,10,0,32.5,113.5
4233,4032,67,10,0,10,26.5,113.5
4234,1766,67,5,5,10,26.5,113.5
4235,3493,69,5,-5,0,44.5,113.5
4236,5942,65,5,0,10,33.5,113.5
4237,5001,65,5,0,0,43.5,113.5
4238,390,64,0,0,0,49.5,113.5
4239,1834,68,5,-5,0,45.5,113.5
4240,717,65,5,0,0,43.5,113.5
4241,858,68,10,-5,10,30.5,113.5
4242,2314,63,0,-5,10,45.5,113.5
4243,6233,66,15,-5,0,37.5,113.5
4244,3471,63,5,5,10,30.5,113.5
4245,3588,63,15,0,10,25.5,113.5
4246,1116,67,10,-5,10,31.5,113.5
4247,4414,67,5,5,0,36.5,113.5
4248,843,67,0,5,0,41.5,113.5
4249,3660,64,0,-5,10,44.5,113.5
4250,2920,62,5,-5,10,41.5,113.5
4251,2927,64,5,-5,10,39.5,113.5
4252,1037,65,5,-5,10,38.5,113.5
4253,2303,63,0,0,10,40.5,113.5
4254,449,63,0,5,0,45.5,113.5
4255,1937,64,10,0,0,39.5,113.5
4256,4236,68,10,10,0,25.5,113.5
4257,4902,64,15,-5,10,29.5,113.5
4258,4399,65,10,5,0,33.5,113.5
4259,1887,62,10,0,0,41.5,113.5
4260,5583,63,0,0,10,40.5,113.5
4261,893,67,5,0,10,31.5,113.5
4262,5358,62,0,-5,10,46.5,113.5
4263,5029,67,5,5,10,26.5,113.5
4264,3669,64,5,-5,0,49.5,113.5
4265,2295,66,10,-5,10,32.5,113.5
4266,2691,65,10,-5,10,33.5,113.5
4267,5115,67,5,-5,10,36.5,113.5
4268,234,61,5,10,0,37.5,113.5
4269,3770,72,20,-5,0,26.5,113.5
4270,1408,65,10,0,10,28.5,113.5
4271,1670,63,5,-5,10,40.5,113.5
4272,5250,67,5,0,0,41.5,113.5
4273,1559,70,15,-5,0,33.5,113.5
4274,4073,63,5,0,10,35.5,113.5
4275,804,67,20,-10,10,26.5,113.5
4276,1500,64,5,5,10,29.5,113.5
4277,1420,64,0,5,10,34.5,113.5
4278,4910,68,10,-5,10,30.5,113.5
4279,5969,70,20,-10,0,33.5,113.5
4280,5925,67,20,-10,0,36.5,113.5
4281,5773,65,5,0,10,33.5,113.5
4282,908,68,10,0,0,35.5,113.5
4283,2735,65,5,5,0,38.5,113.5
4284,5048,62,0,10,10,31.5,113.5
4285,2269,68,0,-5,10,40.5,113.5
4286,4567,69,10,5,0,29.5,113.5
4287,1917,69,10,0,0,34.5,113.5
4288,605,63,0,-5,10,45.0,113.0
4289,2437,65,0,10,0,38.0,113.0
4290,5621,64,0,0,0,49.0,113.0
4291,4013,70,5,-5,0,43.0,113.0
4292,545,68,10,0,0,35.0,113.0
4293,535,64,5,5,10,29.0,113.0
4294,2898,66,10,-5,10,32.0,113.0
4295,3356,60,0,5,10,38.0,113.0
4296,5893,68,15,-5,0,35.0,113.0
4297,3334,62,20,-5,10,26.0,113.0
4298,387,68,10,5,0,30.0,113.0
4299,996,65,5,0,0,43.0,113.0
4300,5965,67,5,-5,0,46.0,113.0
4301,909,68,5,-5,0,45.0,113.0
4302,3919,64,0,10,0,39.0,113.0
4303,5279,66,5,0,10,32.0,113.0
4304,3509,66,5,0,0,42.0,113.0
4305,3582,72,20,-5,0,26.0,113.0
4306,2105,69,10,-5,0,39.0,113.0
4307,3595,66,0,0,10,37.0,113.0
4308,4008,67,10,-5,0,41.0,113.0
4309,3557,65,0,0,10,38.0,113.0
4310,2506,64,0,10,10,29.0,113.0
4311,2480,64,10,-5,10,34.0,113.0
4312,5825,63,10,0,0,40.0,113.0
4313,2516,66,10,-5,10,32.0,113.0
4314,2705,69,0,5,10,29.0,113.0
4315,362,63,0,0,0,50.0,113.0
4316,955,62,5,0,10,36.0,113.0
4317,3935,66,20,-10,10,27.0,113.0
4318,5718,67,0,5,0,41.0,113.0
4319,2429,66,5,-10,10,42.0,113.0
4320,992,68,10,-5,10,30.0,113.0
4321,5086,64,0,5,10,34.0,113.0
4322,1768,69,10,-5,0,39.0,113.0
4323,1580,63,0,0,10,40.0,113.0
4324,5588,66,5,0,10,32.0,113.0
4325,1776,67,5,-10,10,41.0,113.0
4326,4576,66,10,0,10,27.0,113.0
4327,6150,65,10,0,10,28.0,113.0
4328,1913,66,5,0,10,32.0,113.0
4329,1960,67,0,5,0,41.0,113.0
4330,5163,69,20,-5,0,29.0,113.0
4331,1090,69,5,-10,10,39.0,113.0
4332,6205,68,10,0,0,35.0,113.0
4333,4176,66,5,-5,10,37.0,113.0
4334,1331,67,5,-5,0,46.0,113.0
4335,4396,65,5,5,10,28.0,113.0
4336,1086,66,10,0,0,37.0,113.0
4337,380,68,0,5,10,30.0,113.0
4338,6224,64,5,5,10,29.0,113.0
4339,1512,65,10,-15,10,43.0,113.0
4340,1449,68,10,-5,10,30.0,113.0
4341,1471,64,5,15,0,29.0,113.0
4342,1792,65,0,0,10,38.0,113.0
4343,1849,62,0,0,10,41.0,113.0
4344,6310,67,5,5,10,26.0,113.0
4345,4540,67,10,0,10,26.0,113.0
4346,749,64,0,-10,10,49.0,113.0
4347,1283,66,0,0,10,37.0,113.0
4348,5573,66,0,0,0,47.0,113.0
4349,1437,66,0,0,10,37.0,113.0
4350,4461,59,0,5,10,39.0,113.0
4351,4243,68,15,-5,0,35.0,113.0
4352,5224,66,5,5,10,27.0,113.0
4353,1303,64,5,-5,10,39.0,113.0
4354,1860,70,10,5,0,28.0,113.0
4355,1015,70,10,0,0,32.5,112.5
4356,1812,65,5,0,0,42.5,112.5
4357,3776,65,0,5,0,42.5,112.5
4358,3087,65,10,0,0,37.5,112.5
4359,3863,66,5,-10,10,41.5,112.5
4360,2207,69,20,-5,0,28.5,112.5
4361,3794,65,0,10,10,27.5,112.5
4362,399,67,5,0,0,40.5,112.5
4363,1251,69,5,-5,10,33.5,112.5
4364,851,66,10,-5,0,41.5,112.5
4365,3769,66,5,5,10,26.5,112.5
4366,3767,63,0,0,10,39.5,112.5
4367,388,65,5,-5,10,37.5,112.5
4368,865,63,0,-5,10,44.5,112.5
4369,3368,65,10,-10,10,37.5,112.5
4370,2185,67,5,5,10,25.5,112.5
4371,2987,68,10,0,0,34.5,112.5
4372,4679,63,5,-5,10,39.5,112.5
4373,5785,70,10,-5,0,37.5,112.5
4374,151,67,10,0,10,25.5,112.5
4375,2144,67,15,-5,10,25.5,112.5
4376,4177,63,0,0,10,39.5,112.5
4377,1051,68,10,5,0,29.5,112.5
4378,2042,64,5,0,10,33.5,112.5
4379,1394,69,10,0,0,33.5,112.5
4380,5803,68,10,-5,0,39.5,112.5
4381,986,64,0,-5,10,43.5,112.5
4382,2024,66,0,10,0,36.5,112.5
